,Y,X,Species,Tissue,Status,Count,Height,PlotN
1224,3,2,XXXothermoss,NA,Live,NA,NA,SP10
1225,3,3,Salix richardsonii,Leaf,Live,2,33.5,SP10
1226,3,3,XXXothergram,Leaf,Live,1,NA,SP10
1227,3,3,XXXlitter,NA,Dead,NA,NA,SP10
1228,3,4,Salix richardsonii,Leaf,Live,5,37.2,SP10
1229,3,4,Salix richardsonii,Stem,Live,1,NA,SP10
1230,3,4,XXXlitter,NA,Dead,NA,NA,SP10
1231,3,5,Equisetum,Leaf,Live,1,17.5,SP10
1232,3,5,XXXothergram,Leaf,Live,3,NA,SP10
1233,3,5,XXXlitter,NA,Dead,NA,NA,SP10
1234,3,5,XXXothermoss,NA,Live,NA,NA,SP10
1235,3,6,Equisetum,Leaf,Live,3,19.5,SP10
1236,3,6,Salix richardsonii,Leaf,Live,1,NA,SP10
1237,3,6,XXXothergram,Leaf,Live,3,NA,SP10
1238,3,6,XXXothergram,Leaf,Live,2,NA,SP10
1239,3,6,XXXlitter,NA,Dead,NA,NA,SP10
1240,4,1,Salix richardsonii,Stem,Live,1,19.5,SP10
1241,4,1,Salix arctica,Leaf,Live,1,NA,SP10
1242,4,1,XXXothergram,Leaf,Live,4,NA,SP10
1243,4,1,XXXlitter,NA,Dead,NA,NA,SP10
1244,4,2,XXXothergram,Leaf,Live,2,19.1,SP10
1245,4,2,XXXothergram,Leaf,Live,1,NA,SP10
1246,4,2,XXXlitter,NA,Dead,NA,NA,SP10
1247,4,3,XXXothergram,Leaf,Live,1,24,SP10
1248,4,3,Equisetum,Leaf,Live,7,NA,SP10
1249,4,3,XXXothergram,Leaf,Live,2,NA,SP10
1250,4,3,XXXlitter,NA,Dead,NA,NA,SP10
1251,4,4,XXXothergram,Leaf,Live,1,32,SP10
1252,4,4,XXXothergram,Leaf,Live,2,NA,SP10
1253,4,4,Salix richardsonii,Stem,Live,1,NA,SP10
1254,4,4,Salix richardsonii,Leaf,Live,3,NA,SP10
1255,4,4,XXXlitter,NA,Dead,NA,NA,SP10
1256,4,5,Salix richardsonii,Leaf,Live,2,15.1,SP10
1257,4,5,Equisetum,Leaf,Live,2,NA,SP10
1258,4,5,XXXothergram,Leaf,Live,4,NA,SP10
1259,4,5,XXXlitter,NA,Dead,NA,NA,SP10
1260,4,6,Salix richardsonii,Leaf,Live,1,23.2,SP10
1261,4,6,Equisetum,Leaf,Live,2,NA,SP10
1262,4,6,XXXothergram,Leaf,Live,1,NA,SP10
1263,4,6,XXXlitter,NA,Dead,NA,NA,SP10
1264,5,1,Salix richardsonii,Stem,Live,2,34.2,SP10
1265,5,1,XXXothergram,Leaf,Live,1,NA,SP10
1266,5,1,XXXothergram,Leaf,Live,3,NA,SP10
1267,5,1,XXXlitter,NA,Dead,NA,NA,SP10
1268,5,2,XXXothergram,Leaf,Live,2,24.6,SP10
1269,5,2,XXXothergram,Leaf,Live,1,NA,SP10
1270,5,2,XXXlitter,NA,Dead,NA,NA,SP10
1271,5,3,Salix richardsonii,Leaf,Live,2,29.4,SP10
1272,5,3,XXXothergram,Leaf,Live,1,NA,SP10
1273,5,3,XXXothergram,Leaf,Live,5,NA,SP10
1274,5,3,XXXlitter,NA,Dead,NA,NA,SP10
1275,5,4,XXXothergram,Leaf,Live,1,19.8,SP10
1276,5,4,Salix richardsonii,Leaf,Live,1,NA,SP10
1277,5,4,Salix richardsonii,Stem,Live,1,NA,SP10
1278,5,4,XXXothergram,Leaf,Live,3,NA,SP10
1279,5,4,XXXlitter,NA,Dead,NA,NA,SP10
1280,5,4,XXXothermoss,NA,Live,NA,NA,SP10
1281,5,5,XXXothergram,Leaf,Live,4,22,SP10
1282,5,5,Salix richardsonii,Stem,Live,4,NA,SP10
1283,5,5,XXXothergram,Leaf,Live,1,NA,SP10
1284,5,5,Equisetum,Leaf,Live,1,NA,SP10
1285,5,5,XXXlitter,NA,Dead,NA,NA,SP10
1286,5,6,XXXothergram,Leaf,Live,2,26.2,SP10
1287,5,6,Salix richardsonii,Leaf,Live,1,NA,SP10
1288,5,6,Salix richardsonii,Stem,Live,2,NA,SP10
1289,5,6,XXXotherforb,Leaf,Live,3,NA,SP10
1290,5,6,XXXlitter,NA,Dead,NA,NA,SP10
1291,6,1,Salix richardsonii,Leaf,Live,1,21.1,SP10
1292,6,1,Salix richardsonii,Stem,Live,1,NA,SP10
1293,6,1,XXXothergram,Leaf,Live,3,NA,SP10
1294,6,1,XXXlitter,NA,Dead,NA,NA,SP10
1295,6,2,Salix richardsonii,Leaf,Live,4,30.2,SP10
1296,6,2,XXXothergram,Leaf,Live,3,NA,SP10
1297,6,2,XXXothergram,Leaf,Live,2,NA,SP10
1298,6,2,Salix arctica,Leaf,Live,1,NA,SP10
1299,6,2,XXXlitter,NA,Dead,NA,NA,SP10
1300,6,3,XXXothergram,Stem,Live,8,29.6,SP10
1301,6,3,XXXothergram,Leaf,Live,3,NA,SP10
1302,6,3,XXXothergram,Leaf,Live,2,NA,SP10
1303,6,3,XXXlitter,NA,Dead,NA,NA,SP10
1304,6,4,Salix richardsonii,Stem,Live,1,13,SP10
1305,6,4,Equisetum,Leaf,Live,1,NA,SP10
1306,6,4,XXXothergram,Leaf,Live,1,NA,SP10
1307,6,4,XXXlitter,NA,Dead,NA,NA,SP10
1308,6,5,Salix richardsonii,Leaf,Live,3,23.5,SP10
1309,6,5,Salix richardsonii,Stem,Live,1,NA,SP10
1310,6,5,XXXothergram,Leaf,Live,1,NA,SP10
1311,6,5,XXXothergram,Leaf,Live,2,NA,SP10
1312,6,5,XXXlitter,NA,Dead,NA,NA,SP10
1313,6,6,XXXothergram,Leaf,Live,5,29,SP10
1314,6,6,XXXothergram,Leaf,Live,2,NA,SP10
1315,6,6,XXXlitter,NA,Dead,NA,NA,SP10
1316,1,1,XXXothergram,Leaf,Live,1,17,SP11
1317,1,1,XXXbareground,NA,Litter,1,NA,SP11
1318,1,2,Salix richardsonii,Leaf,Live,3,32.5,SP11
1319,1,2,Salix richardsonii,Stem,Live,1,NA,SP11
1320,1,2,XXXothergram,Leaf,Live,4,NA,SP11
1321,1,2,XXXothergram,Leaf,Live,2,NA,SP11
1322,1,2,Equisetum,Leaf,Live,4,NA,SP11
1323,1,2,XXXbareground,NA,Litter,1,NA,SP11
1324,1,3,Salix richardsonii,Leaf,Live,3,33,SP11
1325,1,3,Salix richardsonii,Stem,Live,2,NA,SP11
1326,1,3,Equisetum,Leaf,Live,2,NA,SP11
1327,1,3,XXXvegetatedground,NA,Live,1,NA,SP11
1328,1,4,XXXothergram,Leaf,Live,1,29,SP11
1329,1,4,Salix richardsonii,Leaf,Live,2,NA,SP11
1330,1,4,XXXothergram,Leaf,Live,2,NA,SP11
1331,1,4,XXXvegetatedground,NA,Live,1,NA,SP11
1332,1,4,XXXbareground,NA,Litter,1,NA,SP11
1333,1,5,Salix richardsonii,Leaf,Live,4,28.8,SP11
1334,1,5,XXXothergram,Leaf,Live,3,NA,SP11
1335,1,5,Equisetum,Leaf,Live,1,NA,SP11
1336,1,5,XXXothergram,Leaf,Live,1,NA,SP11
1337,1,6,XXXothergram,Leaf,Live,1,23.4,SP11
1338,1,6,XXXothergram,Leaf,Live,2,NA,SP11
1339,1,6,XXXbareground,NA,Litter,1,NA,SP11
1340,2,1,XXXothergram,Leaf,Live,2,29.5,SP11
1341,2,1,Equisetum,Leaf,Live,4,NA,SP11
1342,2,1,XXXothergram,Leaf,Live,2,NA,SP11
1343,2,1,XXXbareground,NA,Litter,1,NA,SP11
1344,2,2,Salix richardsonii,Stem,Live,1,18,SP11
1345,2,2,XXXothergram,Leaf,Live,1,NA,SP11
1346,2,2,Equisetum,Leaf,Live,2,NA,SP11
1347,2,2,XXXbareground,NA,Litter,1,NA,SP11
1348,2,3,Salix richardsonii,Leaf,Live,4,30.6,SP11
1349,2,3,Equisetum,Leaf,Live,2,NA,SP11
1350,2,3,XXXbareground,NA,Litter,1,NA,SP11
1351,2,4,Salix richardsonii,Leaf,Live,4,28.1,SP11
1352,2,4,Salix arctica,Leaf,Live,2,NA,SP11
1353,2,4,XXXothergram,Leaf,Live,4,NA,SP11
1354,2,4,XXXothergram,Leaf,Live,2,NA,SP11
1355,2,4,XXXvegetatedground,NA,Live,1,NA,SP11
1356,2,4,XXXbareground,NA,Litter,1,NA,SP11
1357,2,5,Salix richardsonii,Leaf,Live,2,33.5,SP11
1358,2,5,XXXothergram,Leaf,Live,3,NA,SP11
1359,2,5,XXXvegetatedground,NA,Live,1,NA,SP11
1360,2,5,XXXbareground,NA,Litter,1,NA,SP11
1361,2,6,Salix richardsonii,Leaf,Live,3,24.3,SP11
1362,2,6,Salix richardsonii,Stem,Live,1,NA,SP11
1363,2,6,Equisetum,Leaf,Live,2,NA,SP11
1364,2,6,XXXbareground,NA,Litter,1,NA,SP11
1365,3,1,Salix richardsonii,Leaf,Live,4,36,SP11
1366,3,1,Salix richardsonii,Stem,Live,1,NA,SP11
1367,3,1,XXXothergram,Leaf,Live,2,NA,SP11
1368,3,1,XXXbareground,NA,Litter,1,NA,SP11
1369,3,2,XXXothergram,Leaf,Live,1,32,SP11
1370,3,2,Salix richardsonii,Leaf,Live,4,NA,SP11
1371,3,2,XXXothergram,Leaf,Live,1,NA,SP11
1372,3,2,XXXbareground,NA,Litter,1,NA,SP11
1373,3,3,Equisetum,Leaf,Live,4,13.7,SP11
1374,3,3,XXXvegetatedground,NA,Live,1,NA,SP11
1375,3,3,XXXbareground,NA,Litter,1,NA,SP11
1376,3,4,Salix richardsonii,Leaf,Live,7,20.8,SP11
1377,3,4,XXXothergram,Leaf,Live,1,NA,SP11
1378,3,4,XXXbareground,NA,Litter,1,NA,SP11
1379,3,5,Salix richardsonii,Leaf,Live,2,19.5,SP11
1380,3,5,Equisetum,Leaf,Live,2,NA,SP11
1381,3,5,XXXbareground,NA,Litter,1,NA,SP11
1382,3,6,XXXothergram,Leaf,Live,4,28.1,SP11
1383,3,6,XXXothergram,Leaf,Live,4,NA,SP11
1384,3,6,XXXbareground,NA,Litter,1,NA,SP11
1385,4,1,Salix richardsonii,Leaf,Live,5,39.5,SP11
1386,4,1,XXXothergram,Leaf,Live,1,NA,SP11
1387,4,1,XXXvegetatedground,NA,Live,1,NA,SP11
1388,4,1,XXXbareground,NA,Litter,1,NA,SP11
1389,4,2,XXXothergram,Leaf,Live,3,18.8,SP11
1390,4,2,XXXothergram,Leaf,Live,6,NA,SP11
1391,4,2,XXXvegetatedground,NA,Live,1,NA,SP11
1392,4,2,XXXbareground,NA,Litter,1,NA,SP11
1393,4,3,Equisetum,Leaf,Live,16,22.5,SP11
1394,4,3,XXXbareground,NA,Litter,1,NA,SP11
1395,4,4,XXXothergram,Flower,Live,1,37,SP11
1396,4,4,Salix richardsonii,Leaf,Live,3,NA,SP11
1397,4,4,XXXothergram,Leaf,Live,1,NA,SP11
1398,4,4,XXXbareground,NA,Litter,1,NA,SP11
1399,4,5,XXXothergram,Leaf,Live,3,22.6,SP11
1400,4,5,Salix richardsonii,Leaf,Live,2,NA,SP11
1401,4,5,Equisetum,Leaf,Live,3,NA,SP11
1402,4,5,XXXothergram,Leaf,Live,1,NA,SP11
1403,4,5,XXXbareground,NA,Litter,1,NA,SP11
1404,4,6,Salix richardsonii,Leaf,Live,5,40.3,SP11
1405,4,6,Salix richardsonii,Stem,Live,1,NA,SP11
1406,4,6,XXXothergram,Leaf,Live,1,NA,SP11
1407,4,6,XXXbareground,NA,Litter,1,NA,SP11
1408,5,1,Salix richardsonii,Leaf,Live,6,55.4,SP11
1409,5,1,Equisetum,Leaf,Live,2,NA,SP11
1410,5,1,XXXothergram,Leaf,Live,1,NA,SP11
1411,5,1,XXXbareground,NA,Litter,1,NA,SP11
1412,5,2,XXXothergram,Leaf,Live,4,19.5,SP11
1413,5,2,XXXbareground,NA,Litter,1,NA,SP11
1414,5,3,XXXothergram,Leaf,Live,4,30,SP11
1415,5,3,XXXothergram,Leaf,Live,3,NA,SP11
1416,5,3,XXXbareground,NA,Litter,1,NA,SP11
1417,5,4,Salix richardsonii,Stem,Live,1,33,SP11
1418,5,4,Salix richardsonii,Leaf,Live,3,NA,SP11
1419,5,4,XXXothergram,Leaf,Live,2,NA,SP11
1420,5,4,XXXothergram,Leaf,Live,1,NA,SP11
1421,5,4,XXXbareground,NA,Litter,1,NA,SP11
1422,5,5,Salix richardsonii,Leaf,Live,6,47,SP11
1423,5,5,XXXothergram,Leaf,Live,1,NA,SP11
1424,5,5,XXXvegetatedground,NA,Live,1,NA,SP11
1425,5,6,Salix richardsonii,Stem,Live,1,27.2,SP11
1426,5,6,XXXothergram,Leaf,Live,3,NA,SP11
1427,5,6,Equisetum,Leaf,Live,4,NA,SP11
1428,5,6,XXXbareground,NA,Litter,1,NA,SP11
1429,6,1,Salix richardsonii,Leaf,Live,4,29.7,SP11
1430,6,1,XXXothergram,Leaf,Live,2,NA,SP11
1431,6,1,XXXothergram,Leaf,Live,7,NA,SP11
1432,6,1,XXXvegetatedground,NA,Live,1,NA,SP11
1433,6,1,XXXbareground,NA,Litter,1,NA,SP11
1434,6,2,XXXothergram,Leaf,Live,5,41,SP11
1435,6,2,XXXothergram,Flower,Live,1,NA,SP11
1436,6,2,XXXotherforb,Leaf,Live,2,NA,SP11
1437,6,2,XXXothergram,Leaf,Live,6,NA,SP11
1438,6,2,XXXbareground,NA,Litter,1,NA,SP11
1439,6,3,XXXothergram,Leaf,Live,4,36,SP11
1440,6,4,XXXothergram,Leaf,Live,3,0,SP11
1441,6,4,XXXbareground,NA,Litter,1,NA,SP11
1442,6,4,Salix richardsonii,Stem,Live,2,31.3,SP11
1443,6,4,XXXothergram,Leaf,Live,1,NA,SP11
1444,6,4,Equisetum,Leaf,Live,5,NA,SP11
1445,6,4,Salix richardsonii,Leaf,Live,1,NA,SP11
1446,6,4,XXXbareground,NA,Litter,1,NA,SP11
1447,6,5,Salix richardsonii,Stem,Live,1,32.8,SP11
1448,6,5,XXXothergram,Leaf,Live,1,NA,SP11
1449,6,5,Salix richardsonii,Leaf,Live,2,NA,SP11
1450,6,5,XXXothergram,Leaf,Live,3,NA,SP11
1451,6,5,XXXvegetatedground,NA,Live,1,NA,SP11
1452,6,5,XXXbareground,NA,Live,1,NA,SP11
1453,6,6,Salix richardsonii,Leaf,Live,1,31.4,SP11
1454,6,6,Salix richardsonii,Stem,Live,1,NA,SP11
1455,6,6,Equisetum,Leaf,Live,6,NA,SP11
1456,6,6,XXXothergram,Leaf,Live,1,NA,SP11
1457,6,6,XXXvegetatedground,NA,Live,1,NA,SP11
1458,6,6,XXXbareground,NA,Litter,1,NA,SP11
1459,1,1,Salix richardsonii,Leaf,Live,1,34.1,SP12
1460,1,1,Salix richardsonii,Stem,Live,1,NA,SP12
1461,1,1,Equisetum,Leaf,Live,1,NA,SP12
1462,1,1,XXXlitter,NA,Dead,NA,NA,SP12
1463,1,2,Salix richardsonii,Leaf,Live,3,29.4,SP12
1464,1,2,Equisetum,Leaf,Live,2,NA,SP12
1465,1,2,Salix arctica,Leaf,Live,1,NA,SP12
1466,1,2,XXXlitter,NA,Dead,NA,NA,SP12
1467,1,2,XXXothermoss,NA,Live,NA,NA,SP12
1468,1,3,XXXothergram,Stem,Live,1,24.6,SP12
1469,1,3,XXXothergram,Leaf,Live,7,NA,SP12
1470,1,3,XXXothergram,Leaf,Live,4,NA,SP12
1471,1,3,XXXlitter,NA,Dead,NA,NA,SP12
1472,1,3,XXXothermoss,NA,Live,NA,NA,SP12
1473,1,4,XXXothergram,Leaf,Live,3,22.5,SP12
1474,1,4,Salix richardsonii,Stem,Live,1,NA,SP12
1475,1,4,XXXothergram,Leaf,Live,1,NA,SP12
1476,1,4,XXXothermoss,NA,Live,NA,NA,SP12
1477,1,5,Salix richardsonii,Leaf,Live,1,40.5,SP12
1478,1,5,Equisetum,Leaf,Live,3,NA,SP12
1479,1,5,Equisetum,Stem,Live,2,NA,SP12
1480,1,5,Equisetum,Leaf,Live,1,NA,SP12
1481,1,5,Salix arctica,Stem,Live,1,NA,SP12
1482,1,5,XXXlitter,NA,Dead,NA,NA,SP12
1483,1,5,XXXothermoss,NA,Live,NA,NA,SP12
1484,1,6,Salix richardsonii,Stem,Live,1,24.3,SP12
1485,1,6,XXXothergram,Leaf,Live,1,NA,SP12
1486,1,6,XXXothergram,Leaf,Live,2,NA,SP12
1487,1,6,XXXothermoss,NA,Live,NA,NA,SP12
1488,2,1,Salix richardsonii,Leaf,Live,3,28,SP12
1489,2,1,XXXothergram,Leaf,Live,2,NA,SP12
1490,2,1,XXXothergram,Leaf,Live,1,NA,SP12
1491,2,1,XXXothermoss,NA,Live,NA,NA,SP12
1492,2,2,Salix richardsonii,Leaf,Live,2,31.2,SP12
1493,2,2,XXXothergram,Leaf,Live,1,NA,SP12
1494,2,2,XXXothergram,Leaf,Live,1,NA,SP12
1495,2,2,XXXlitter,NA,Dead,NA,NA,SP12
1496,2,2,XXXothermoss,NA,Live,NA,NA,SP12
1497,2,3,XXXothergram,Leaf,Live,2,24.5,SP12
1498,2,3,Equisetum,Stem,Live,1,NA,SP12
1499,2,3,XXXotherforb,Leaf,Live,1,NA,SP12
1500,2,3,XXXothermoss,NA,Live,NA,NA,SP12
1501,2,3,XXXlitter,NA,Dead,NA,NA,SP12
1502,2,4,Salix richardsonii,Leaf,Live,3,38.4,SP12
1503,2,4,XXXothergram,Leaf,Live,3,NA,SP12
1504,2,4,Equisetum,Stem,Live,1,NA,SP12
1505,2,4,XXXlitter,NA,Dead,NA,NA,SP12
1506,2,4,XXXothermoss,NA,Live,NA,NA,SP12
1507,2,5,Salix richardsonii,Leaf,Live,1,43.4,SP12
1508,2,5,Salix richardsonii,Stem,Live,1,NA,SP12
1509,2,5,Salix richardsonii,Stem,Live,1,NA,SP12
1510,2,5,XXXothergram,Leaf,Live,4,NA,SP12
1511,2,5,XXXothergram,Leaf,Live,2,NA,SP12
1512,2,5,XXXothermoss,NA,Live,NA,NA,SP12
1513,2,6,Salix richardsonii,Leaf,Live,1,34,SP12
1514,2,6,Salix richardsonii,Stem,Live,2,NA,SP12
1515,2,6,XXXothergram,Leaf,Live,1,NA,SP12
1516,2,6,XXXothergram,Leaf,Live,1,NA,SP12
1517,2,6,XXXothermoss,NA,Live,NA,NA,SP12
1518,3,1,XXXothergram,Leaf,Live,1,23.8,SP12
1519,3,1,XXXothergram,Leaf,Live,2,NA,SP12
1520,3,1,XXXlitter,NA,Dead,NA,NA,SP12
1521,3,1,XXXothermoss,NA,Live,NA,NA,SP12
1522,3,2,XXXothergram,Leaf,Live,3,39.5,SP12
1523,3,2,XXXothergram,Leaf,Live,5,NA,SP12
1524,3,2,Salix richardsonii,Stem,Live,1,NA,SP12
1525,3,2,Equisetum,Leaf,Live,2,NA,SP12
1526,3,2,Salix arctica,Stem,Live,1,NA,SP12
1527,3,2,XXXothermoss,NA,Live,NA,NA,SP12
1528,3,3,XXXothergram,Leaf,Live,2,33,SP12
1529,3,3,XXXothergram,Leaf,Live,1,NA,SP12
1530,3,3,Salix richardsonii,Leaf,Live,1,NA,SP12
1531,3,3,Salix richardsonii,Stem,Live,1,NA,SP12
1532,3,3,XXXlitter,NA,Dead,NA,NA,SP12
1533,3,4,XXXothergram,Leaf,Live,1,42,SP12
1534,3,4,Salix richardsonii,Leaf,Live,1,NA,SP12
1535,3,4,Equisetum,Leaf,Live,3,NA,SP12
1536,3,4,Equisetum,Stem,Live,1,NA,SP12
1537,3,4,XXXothergram,Leaf,Live,4,NA,SP12
1538,3,4,XXXlitter,NA,Dead,NA,NA,SP12
1539,3,4,XXXothermoss,NA,Live,NA,NA,SP12
1540,3,5,Salix richardsonii,Leaf,Live,4,37.1,SP12
1541,3,5,Salix arctica,Leaf,Live,1,NA,SP12
1542,3,5,XXXothergram,Leaf,Live,3,NA,SP12
1543,3,5,XXXothergram,Leaf,Live,1,NA,SP12
1544,3,5,Equisetum,Leaf,Live,1,NA,SP12
1545,3,5,Salix arctica,Stem,Live,1,NA,SP12
1546,3,5,XXXlitter,NA,Dead,NA,NA,SP12
1547,3,6,Salix richardsonii,Leaf,Live,3,26.3,SP12
1548,3,6,Equisetum,Leaf,Live,2,NA,SP12
1549,3,6,XXXothergram,Leaf,Live,3,NA,SP12
1550,3,6,XXXothergram,Leaf,Live,1,NA,SP12
1551,3,6,XXXotherforb,Leaf,Live,1,NA,SP12
1552,3,6,XXXlitter,NA,Dead,NA,NA,SP12
1553,4,1,Salix richardsonii,Leaf,Live,1,35.3,SP12
1554,4,1,XXXothergram,Leaf,Live,1,NA,SP12
1555,4,1,XXXlitter,NA,Dead,NA,NA,SP12
1556,4,1,XXXothermoss,NA,Live,NA,NA,SP12
1557,4,2,Salix richardsonii,Leaf,Live,2,37.6,SP12
1558,4,2,XXXothergram,Leaf,Live,2,NA,SP12
1559,4,2,XXXothergram,Leaf,Live,3,NA,SP12
1560,4,2,XXXlitter,NA,Dead,NA,NA,SP12
1561,4,2,XXXothermoss,NA,Live,NA,NA,SP12
1562,4,3,Salix richardsonii,Leaf,Live,3,35.9,SP12
1563,4,3,Equisetum,Leaf,Live,1,NA,SP12
1564,4,3,XXXothergram,Leaf,Live,1,NA,SP12
1565,4,3,XXXothergram,Leaf,Live,1,NA,SP12
1566,4,3,XXXlitter,NA,Dead,NA,NA,SP12
1567,4,3,XXXothermoss,NA,Live,NA,NA,SP12
1568,4,4,Salix richardsonii,Leaf,Live,3,43.6,SP12
1569,4,4,Equisetum,Leaf,Live,9,NA,SP12
1570,4,4,XXXothergram,Leaf,Live,1,NA,SP12
1571,4,4,XXXothergram,Leaf,Live,3,NA,SP12
1572,4,4,XXXlitter,NA,Dead,NA,NA,SP12
1573,4,4,XXXothermoss,NA,Live,NA,NA,SP12
1574,4,5,Salix richardsonii,Stem,Live,1,32.2,SP12
1575,4,5,XXXothergram,Leaf,Live,1,NA,SP12
1576,4,5,XXXothergram,Leaf,Live,3,NA,SP12
1577,4,5,XXXlitter,NA,Dead,NA,NA,SP12
1578,4,5,XXXothermoss,NA,Live,NA,NA,SP12
1579,4,6,Equisetum,Stem,Live,1,10,SP12
1580,4,6,Equisetum,Leaf,Live,2,NA,SP12
1581,4,6,XXXothergram,Leaf,Live,2,NA,SP12
1582,4,6,XXXothergram,Leaf,Live,1,NA,SP12
1583,4,6,XXXlitter,NA,Dead,NA,NA,SP12
1584,4,6,XXXothermoss,NA,Live,NA,NA,SP12
1585,5,1,Salix richardsonii,Stem,Live,1,20.2,SP12
1586,5,1,Salix richardsonii,Stem,Live,1,NA,SP12
1587,5,1,XXXothergram,Leaf,Live,1,NA,SP12
1588,5,1,XXXothermoss,NA,Live,NA,NA,SP12
1589,5,2,Salix richardsonii,Stem,Live,1,11.5,SP12
1590,5,2,Salix richardsonii,Stem,Live,2,NA,SP12
1591,5,2,XXXlitter,NA,Dead,NA,NA,SP12
1592,5,2,XXXothermoss,NA,Live,NA,NA,SP12
1593,5,3,Salix richardsonii,Leaf,Live,4,29.5,SP12
1594,5,3,Equisetum,Leaf,Live,3,NA,SP12
1595,5,3,XXXothergram,Leaf,Live,1,NA,SP12
1596,5,3,XXXothermoss,NA,Live,NA,NA,SP12
1597,5,4,Salix richardsonii,Leaf,Live,2,34.3,SP12
1598,5,4,Salix richardsonii,Stem,Live,1,NA,SP12
1599,5,4,XXXothergram,Leaf,Live,2,NA,SP12
1600,5,4,XXXothergram,Leaf,Live,1,NA,SP12
1601,5,4,XXXlitter,NA,Dead,NA,NA,SP12
1602,5,4,XXXothermoss,NA,Live,NA,NA,SP12
1603,5,5,Salix richardsonii,Leaf,Live,4,41.1,SP12
1604,5,5,Salix richardsonii,Stem,Live,3,NA,SP12
1605,5,5,XXXothergram,Leaf,Live,2,NA,SP12
1606,5,5,XXXothermoss,NA,Live,NA,NA,SP12
1607,5,6,XXXothergram,Leaf,Live,4,15.2,SP12
1608,5,6,XXXothergram,Leaf,Live,3,NA,SP12
1609,5,6,XXXlitter,NA,Dead,NA,NA,SP12
1610,5,6,XXXothermoss,NA,Live,NA,NA,SP12
1611,6,1,Salix richardsonii,Leaf,Live,1,43.5,SP12
1612,6,1,Salix richardsonii,Stem,Live,1,NA,SP12
1613,6,1,Salix richardsonii,Stem,Live,1,NA,SP12
1614,6,1,XXXothergram,Leaf,Live,4,NA,SP12
1615,6,1,XXXothergram,Leaf,Live,1,NA,SP12
1616,6,1,XXXlitter,NA,Dead,NA,NA,SP12
1617,6,1,XXXothermoss,NA,Live,NA,NA,SP12
1618,6,2,Salix richardsonii,Leaf,Live,5,37.4,SP12
1619,6,2,Salix richardsonii,Stem,Live,3,NA,SP12
1620,6,2,XXXothergram,Leaf,Live,2,NA,SP12
1621,6,2,XXXlitter,NA,Dead,NA,NA,SP12
1622,6,2,XXXothermoss,NA,Live,NA,NA,SP12
1623,6,3,Salix richardsonii,Leaf,Live,1,29.4,SP12
1624,6,3,XXXothergram,Leaf,Live,2,NA,SP12
1625,6,3,XXXothergram,Leaf,Live,2,NA,SP12
1626,6,3,Salix richardsonii,Stem,Live,1,NA,SP12
1627,6,3,XXXlitter,NA,Dead,NA,NA,SP12
1628,6,3,XXXothermoss,NA,Live,NA,NA,SP12
1629,6,4,Salix richardsonii,Leaf,Live,2,31.8,SP12
1630,6,4,XXXothergram,Leaf,Live,2,NA,SP12
1631,6,4,Equisetum,Leaf,Live,2,NA,SP12
1632,6,4,XXXotherforb,Leaf,Live,1,NA,SP12
1633,6,4,XXXothermoss,NA,Live,NA,NA,SP12
1634,6,5,Salix richardsonii,Leaf,Live,2,45.6,SP12
1635,6,5,Salix richardsonii,Stem,Live,2,NA,SP12
1636,6,5,XXXothergram,Leaf,Live,2,NA,SP12
1637,6,5,XXXothergram,Leaf,Live,1,NA,SP12
1638,6,5,XXXotherforb,Leaf,Live,1,NA,SP12
1639,6,5,XXXothermoss,NA,Live,NA,NA,SP12
1640,6,6,Salix richardsonii,Leaf,Live,1,41.4,SP12
1641,6,6,Salix richardsonii,Stem,Live,1,NA,SP12
1642,6,6,XXXothergram,Leaf,Live,3,NA,SP12
1643,6,6,XXXlitter,NA,Dead,NA,NA,SP12
1644,6,6,XXXothermoss,NA,Live,NA,NA,SP12
1645,1,1,Salix richardsonii,Leaf,Live,1,61.6,SP13
1646,1,1,Salix richardsonii,Stem,Live,2,NA,SP13
1647,1,1,XXXothergram,Leaf,Live,1,NA,SP13
1648,1,1,XXXvegetatedground,NA,Litter,NA,NA,SP13
1649,1,1,XXXvegetatedground,NA,Live,NA,NA,SP13
1650,1,2,Salix richardsonii,Leaf,Live,4,58.5,SP13
1651,1,2,Salix richardsonii,Stem,Live,1,NA,SP13
1652,1,2,XXXothergram,Leaf,Live,5,NA,SP13
1653,1,2,XXXvegetatedground,NA,Live,NA,NA,SP13
1654,1,3,Equisetum,Leaf,Live,1,32.1,SP13
1655,1,3,Salix richardsonii,Stem,Live,1,NA,SP13
1656,1,3,XXXothergram,Leaf,Live,NA,NA,SP13
1657,1,3,XXXlitter,NA,Dead,NA,NA,SP13
1658,1,3,XXXothermoss,NA,Live,NA,NA,SP13
1659,1,4,Salix richardsonii,Leaf,Live,2,56.4,SP13
1660,1,4,Salix richardsonii,Stem,Live,2,NA,SP13
1661,1,4,XXXothergram,Leaf,Live,2,NA,SP13
1662,1,4,Equisetum,Leaf,Live,2,NA,SP13
1663,1,4,XXXlitter,NA,Dead,NA,NA,SP13
1664,1,4,XXXothermoss,NA,Live,NA,NA,SP13
1665,1,5,Salix richardsonii,Leaf,Live,2,57.8,SP13
1666,1,5,Salix richardsonii,Stem,Live,1,NA,SP13
1667,1,5,XXXothergram,Flower stalk,Live,1,NA,SP13
1668,1,5,XXXothergram,Leaf,Live,6,NA,SP13
